90	14.8	0.6	0.3	0.9	4.1
95	13.9	0.4	0.1	1.0	4.0
100	13.3	0.4	0.6	1.1	3.9
105	12.8	0.3	0.3	1.3	3.7
110	12.5	0.5	0.3	1.2	3.6
115	12.1	0.2	0.4	1.3	3.5
120	11.9	0.3	0.4	1.5	3.4
125	11.7	0.3	0.2	1.4	3.3
130	11.3	0.3	0.3	1.5	3.2
135	11.1	0.5	0.7	1.7	3.1
140	11	0.2	0.5	1.5	3.0
145	10.9	0.4	0.2	1.8	2.9
150	10.9	0.2	0.4	1.8	2.9
155	10.8	0.3	0.5	2.1	2.8
160	10.9	0.1	0.5	2.0	2.8
165	10.4	0.2	0.5	2.1	2.7
170	10.2	0.2	0.5	2.2	2.7
175	10.2	0.2	0.3	2.1	2.6
180	10.3	0.0	0.6	2.2	2.6
185	9.7	0.3	0.4	2.3	2.6
190	9.6	0.1	0.5	2.2	2.6
195	9.5	0.2	0.7	2.3	2.6
200	9.4	0.1	0.4	2.3	2.6
210	9.2	0.1	0.5	2.1	2.8
220	9	0.0	0.3	2.2	2.9
230	8.8	0.1	0.7	2.1	3.2
240	8.9	0.1	0.5	1.9	3.2
250	8.6	0.1	0.5	2.0	3.5
260	8.3	0.3	0.8	1.8	3.9
270	8.2	0.1	0.6	1.7	4.3
280	7.9	0.2	0.4	1.6	4.7
290	8	0.2	0.7	1.5	5.2
300	7.9	0.2	0.6	1.4	5.6
320	8	0.3	0.0	0.0	0.0
340	9.2	0.3	0.0	0.0	0.0
360	10.5	0.3	0.0	0.0	0.0
380	8.3	0.4	0.0	0.0	0.0
400	6.5	0.4	0.0	0.0	0.0
450	7	0.6	0.0	0.0	0.0
500	7.9	0.7	0.0	0.0	0.0
550	8.4	0.8	0.0	0.0	0.0
600	8.9	1.0	0.0	0.0	0.0
650	9.1	1.1	0.0	0.0	0.0
700	9.5	1.2	0.0	0.0	0.0
750	10.2	1.4	0.0	0.0	0.0
800	10.5	1.5	0.0	0.0	0.0
850	10.8	1.6	0.0	0.0	0.0
900	11.3	1.7	0.0	0.0	0.0
950	11.6	2.0	0.0	0.0	0.0
1000	12.3	2.2	0.0	0.0	0.0
