90	22.9	2.7	3.3	3.9	12.5
95	21.9	2.5	3.3	4.6	12.4
100	21.2	2.6	4.0	4.5	12.3
105	20.8	2.5	3.8	5.0	12.1
110	20.4	2.8	4.1	5.3	12.1
115	20	2.5	4.3	5.5	11.9
120	19.7	2.8	3.8	5.0	11.8
125	19.5	2.7	3.7	4.9	11.8
130	19.2	2.8	3.8	5.2	11.6
135	18.9	3.0	4.1	5.3	11.5
140	18.8	2.8	4.0	5.2	11.4
145	18.7	3.1	4.0	5.8	11.4
150	18.7	2.9	3.7	5.4	11.3
155	18.5	3.1	4.0	5.7	11.4
160	18.6	2.9	4.3	6.0	11.4
165	18.1	3.1	4.1	6.2	11.3
170	17.9	3.1	4.3	6.4	11.3
175	17.9	3.2	4.1	6.2	11.2
180	18.1	3.1	4.1	6.0	11.2
185	17.4	3.4	3.9	6.1	11.3
190	17.3	3.3	4.2	6.1	11.3
195	17.2	3.4	4.4	6.3	11.3
200	17.2	3.4	4.2	6.4	11.3
210	16.9	3.5	4.2	6.3	11.7
220	16.8	3.5	4.0	6.4	11.8
230	16.6	3.8	5.2	6.9	12.2
240	16.7	3.8	4.5	6.3	12.3
250	16.5	4.0	4.5	6.2	12.6
260	16.2	4.3	4.8	6.3	12.9
270	16.2	4.2	4.4	6.0	13.6
280	16	4.3	4.8	6.5	14.2
290	16.1	4.5	4.9	6.0	14.9
300	16.1	4.6	5.1	6.4	15.6
320	16.3	4.9	0.0	0.0	0.0
340	17.6	5.1	0.0	0.0	0.0
360	19.1	5.3	0.0	0.0	0.0
380	16.9	5.7	0.0	0.0	0.0
400	15.3	5.9	0.0	0.0	0.0
450	16.4	6.6	0.0	0.0	0.0
500	17.6	7.2	0.0	0.0	0.0
550	18.4	7.9	0.0	0.0	0.0
600	19.3	8.6	0.0	0.0	0.0
650	19.8	9.3	0.0	0.0	0.0
700	20.5	9.9	0.0	0.0	0.0
750	21.4	10.7	0.0	0.0	0.0
800	22.1	11.3	0.0	0.0	0.0
850	23.1	11.9	0.0	0.0	0.0
900	24.3	12.6	0.0	0.0	0.0
950	25.5	13.4	0.0	0.0	0.0
1000	27.1	14.2	0.0	0.0	0.0
